Timestamp,Underlying Price,Option Type,Strike Price,Expiration,Option Price,Bid,Ask,Implied Volatility
2024-12-15 09:30:00,100.0,Call,95,2024-12-20,5.700592891946016,5.680345231368442,5.72084055252359,0.2
2024-12-15 09:30:00,100.0,Put,95,2024-12-20,0.3806961956216828,0.36044853504410856,0.400943856199257,0.2
2024-12-15 09:30:00,100.0,Call,100,2024-12-20,2.2413588511768197,2.2225328087919496,2.2601848935616897,0.2
2024-12-15 09:30:00,100.0,Put,100,2024-12-20,1.9046254866249086,1.8857994442400388,1.9234515290097784,0.2
2024-12-15 09:30:00,100.0,Call,105,2024-12-20,0.5591668529014946,0.5436418411758847,0.5746918646271045,0.2
2024-12-15 09:30:00,100.0,Put,105,2024-12-20,5.2055968201219684,5.190071808396358,5.2211218318475785,0.2
2024-12-15 09:30:01,100.0040915816367,Call,95,2024-12-20,5.704108067621718,5.659743597315841,5.7484725379275945,0.2
2024-12-15 09:30:01,100.0040915816367,Put,95,2024-12-20,0.38012059246988095,0.3357561221640043,0.4244850627757576,0.2
2024-12-15 09:30:01,100.0040915816367,Call,100,2024-12-20,2.24355043437086,2.2135481040032166,2.2735527647385037,0.2
2024-12-15 09:30:01,100.0040915816367,Put,100,2024-12-20,1.90272633324453,1.8727240028768866,1.9327286636121737,0.2
2024-12-15 09:30:01,100.0040915816367,Call,105,2024-12-20,0.5599759641342708,0.5229802360121045,0.596971692256437,0.2
2024-12-15 09:30:01,100.0040915816367,Put,105,2024-12-20,5.202315237033446,5.1653195089112796,5.239310965155612,0.2
2024-12-15 09:30:02,100.00295329119574,Call,95,2024-12-20,5.70312733233574,5.683564676972739,5.7226899876987405,0.2
2024-12-15 09:30:02,100.00295329119574,Put,95,2024-12-20,0.3802789504340556,0.3607162950710544,0.39984160579705674,0.2
2024-12-15 09:30:02,100.00295329119574,Call,100,2024-12-20,2.2429367280201973,2.2026151111797487,2.283258344860646,0.2
2024-12-15 09:30:02,100.00295329119574,Put,100,2024-12-20,1.9032517623971472,1.8629301455566987,1.9435733792375958,0.2
2024-12-15 09:30:02,100.00295329119574,Call,105,2024-12-20,0.5597482438510752,0.5193480220525913,0.6001484656495591,0.2
2024-12-15 09:30:02,100.00295329119574,Put,105,2024-12-20,5.203226694506654,5.16282647270817,5.243626916305137,0.2
2024-12-15 09:30:03,100.00828852966463,Call,95,2024-12-20,5.7077124346055115,5.6852085136091794,5.7302163556018435,0.2
2024-12-15 09:30:03,100.00828852966463,Put,95,2024-12-20,0.37952961704412047,0.35702569604778844,0.4020335380404525,0.2
2024-12-15 09:30:03,100.00828852966463,Call,100,2024-12-20,2.2457968329045457,2.2193695275841345,2.272224138224957,0.2
2024-12-15 09:30:03,100.00828852966463,Put,100,2024-12-20,1.9007774738749177,1.8743501685545063,1.927204779195329,0.2
2024-12-15 09:30:03,100.00828852966463,Call,105,2024-12-20,0.560804908485224,0.542417297388016,0.579192519582432,0.2
2024-12-15 09:30:03,100.00828852966463,Put,105,2024-12-20,5.198949007987338,5.18056139689013,5.217336619084546,0.2
2024-12-15 09:30:04,100.02083469661606,Call,95,2024-12-20,5.718502303521788,5.669439862588872,5.767564744454704,0.2
2024-12-15 09:30:04,100.02083469661606,Put,95,2024-12-20,0.37777412181817205,0.3287116808852559,0.4268365627510882,0.2
2024-12-15 09:30:04,100.02083469661606,Call,100,2024-12-20,2.2525352300112544,2.216711126928918,2.2883593330935907,0.2
2024-12-15 09:30:04,100.02083469661606,Put,100,2024-12-20,1.8949705490925126,1.859146446010176,1.9307946521748491,0.2
2024-12-15 09:30:04,100.02083469661606,Call,105,2024-12-20,0.5632984187198531,0.5159166634912324,0.6106801739484737,0.2
2024-12-15 09:30:04,100.02083469661606,Put,105,2024-12-20,5.188897238585966,5.141515483357345,5.236278993814587,0.2
2024-12-15 09:30:05,100.01890631082938,Call,95,2024-12-20,5.716840968038937,5.694705546293772,5.738976389784103,0.2
2024-12-15 09:30:05,100.01890631082938,Put,95,2024-12-20,0.3780419749312145,0.3559065531860492,0.4001773966763798,0.2
2024-12-15 09:30:05,100.01890631082938,Call,100,2024-12-20,2.2514952380008566,2.210219601480981,2.2927708745207322,0.2
2024-12-15 09:30:05,100.01890631082938,Put,100,2024-12-20,1.8958597879311156,1.85458415141124,1.9371354244509913,0.2
2024-12-15 09:30:05,100.01890631082938,Call,105,2024-12-20,0.5629123157216611,0.5222779699662714,0.6035466614770508,0.2
2024-12-15 09:30:05,100.01890631082938,Put,105,2024-12-20,5.190440408689895,5.1498060629345055,5.2310747544452845,0.2
2024-12-15 09:30:06,100.01697809746311,Call,95,2024-12-20,5.715179938938121,5.677513712863459,5.752846165012783,0.2
2024-12-15 09:30:06,100.01697809746311,Put,95,2024-12-20,0.3783099620058685,0.3406437359312069,0.41597618808053016,0.2
2024-12-15 09:30:06,100.01697809746311,Call,100,2024-12-20,2.2504556230985955,2.2018300640879236,2.2990811821092674,0.2
2024-12-15 09:30:06,100.01697809746311,Put,100,2024-12-20,1.8967492314574486,1.8481236724467764,1.9453747904681207,0.2
2024-12-15 09:30:06,100.01697809746311,Call,105,2024-12-20,0.5625264482897272,0.5367842348454746,0.5882686617339798,0.2
2024-12-15 09:30:06,100.01697809746311,Put,105,2024-12-20,5.191983641939686,5.166241428495433,5.2177258553839385,0.2
2024-12-15 09:30:07,100.02998822089218,Call,95,2024-12-20,5.7263738707868725,5.7111451778432825,5.741602563730463,0.2
2024-12-15 09:30:07,100.02998822089218,Put,95,2024-12-20,0.3764945732347744,0.3612658802911841,0.3917232661783647,0.2
2024-12-15 09:30:07,100.02998822089218,Call,100,2024-12-20,2.2574521883566945,2.220583833986932,2.294320542726457,0.2
2024-12-15 09:30:07,100.02998822089218,Put,100,2024-12-20,1.8907365183488167,1.8538681639790544,1.927604872718579,0.2
2024-12-15 09:30:07,100.02998822089218,Call,105,2024-12-20,0.5651184628895152,0.5259460708704269,0.6042908549086035,0.2
2024-12-15 09:30:07,100.02998822089218,Put,105,2024-12-20,5.1815664204258525,5.142394028406764,5.2207388124449405,0.2
2024-12-15 09:30:08,100.036311496976,Call,95,2024-12-20,5.731815945653324,5.698813522714971,5.764818368591676,0.2
2024-12-15 09:30:08,100.036311496976,Put,95,2024-12-20,0.37561417482663906,0.34261175188828646,0.40861659776499165,0.2
2024-12-15 09:30:08,100.036311496976,Call,100,2024-12-20,2.2608558235719016,2.2425831078465657,2.2791285392972376,0.2
2024-12-15 09:30:08,100.036311496976,Put,100,2024-12-20,1.8878177225425645,1.8695450068172286,1.9060904382679005,0.2
2024-12-15 09:30:08,100.036311496976,Call,105,2024-12-20,0.5663805143252922,0.536202276658518,0.5965587519920664,0.2
2024-12-15 09:30:08,100.036311496976,Put,105,2024-12-20,5.176506083093287,5.146327845426512,5.206684320760061,0.2
2024-12-15 09:30:09,100.0324440369957,Call,95,2024-12-20,5.728483814949172,5.705996225486407,5.750971404411937,0.2
2024-12-15 09:30:09,100.0324440369957,Put,95,2024-12-20,0.3761503069120504,0.35366271744928524,0.3986378963748156,0.2
2024-12-15 09:30:09,100.0324440369957,Call,100,2024-12-20,2.258768834721103,2.231670173594435,2.2858674958477705,0.2
2024-12-15 09:30:09,100.0324440369957,Put,100,2024-12-20,1.8895990387344384,1.8625003776077709,1.9166976998611058,0.2
2024-12-15 09:30:09,100.0324440369957,Call,105,2024-12-20,0.5656051484329261,0.5297964053991395,0.6014138914667126,0.2
2024-12-15 09:30:09,100.0324440369957,Put,105,2024-12-20,5.179599064496685,5.143790321462898,5.215407807530472,0.2
2024-12-15 09:30:10,100.03691467628087,Call,95,2024-12-20,5.732331103877385,5.6925225141697515,5.772139693585019,0.2
2024-12-15 09:30:10,100.03691467628087,Put,95,2024-12-20,0.3755277593643278,0.3357191696566944,0.4153363490719612,0.2
2024-12-15 09:30:10,100.03691467628087,Call,100,2024-12-20,2.2611748834940926,2.2418858958580388,2.2804638711301464,0.2
2024-12-15 09:30:10,100.03691467628087,Put,100,2024-12-20,1.8875352932845857,1.868246305648532,1.9068242809206395,0.2
2024-12-15 09:30:10,100.03691467628087,Call,105,2024-12-20,0.5664972160623485,0.5402842016364704,0.5927102304882266,0.2
2024-12-15 09:30:10,100.03691467628087,Put,105,2024-12-20,5.176021380156428,5.149808365730549,5.202234394582306,0.2
2024-12-15 09:30:11,100.03309709303042,Call,95,2024-12-20,5.729041814627934,5.708275351788268,5.749808277467599,0.2
2024-12-15 09:30:11,100.03309709303042,Put,95,2024-12-20,0.3760568561745643,0.35529039333489915,0.39682331901422946,0.2
2024-12-15 09:30:11,100.03309709303042,Call,100,2024-12-20,2.259114587488341,2.241169322933866,2.277059852042816,0.2
2024-12-15 09:30:11,100.03309709303042,Put,100,2024-12-20,1.8892934255916671,1.8713481610371923,1.907238690146142,0.2
2024-12-15 09:30:11,100.03309709303042,Call,105,2024-12-20,0.5657316973166431,0.5243962085168096,0.6070671861164766,0.2
2024-12-15 09:30:11,100.03309709303042,Put,105,2024-12-20,5.179074331976651,5.137738843176817,5.220409820776484,0.2
2024-12-15 09:30:12,100.02926060752014,Call,95,2024-12-20,5.7257368734224485,5.679366765644969,5.772106981199928,0.2
2024-12-15 09:30:12,100.02926060752014,Put,95,2024-12-20,0.37658920328861,0.3302190955111303,0.4229593110660897,0.2
